series,episode,baker,baker_last_name,signature_bake,show_stopper,technical,result,baker_age,baker_occupation,hometown
7,2,Candice,Brown,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet,8,STAR BAKER,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,2,Jane,Beedle,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,2,IN,61,Garden designer,Beckenham
7,2,Kate,Barmby,"""A Biscuit for the Broads""","""I Promise I will do my best""",1,IN,37,Nurse,"Brooke, Norfolk"
7,2,Louise,Williams,Baa Bara Brith Biscuits,Gingerbread Wedding,10,OUT,46,Hairdresser,Cardiff
7,2,Michael,Georgiou,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,9,IN,20,Student,Durham
7,2,Rav,Bansal,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,6,IN,28,Student support,Erith
7,2,Selasi,Gbormittah,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,11,IN,30,Client service associate,London
7,2,Tom,Gilliford,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,7,IN,26,Project engagement manager,Rochdale
7,2,Val,Stones,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,5,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,3,Andrew,Smyth,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,2,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,3,Benjamina,Ebuehi,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,6,IN,23,Teaching assistant,South London
7,3,Candice,Brown,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,3,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,3,Jane,Beedle,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,9,IN,61,Garden designer,Beckenham
7,3,Kate,Barmby,Cobbled Loaf,The Corn Maiden,8,IN,37,Nurse,"Brooke, Norfolk"
7,3,Michael,Georgiou,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,7,OUT,20,Student,Durham
7,3,Rav,Bansal,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,10,IN,28,Student support,Erith
7,3,Selasi,Gbormittah,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,5,IN,30,Client service associate,London
7,3,Tom,Gilliford,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,4,STAR BAKER,26,Project engagement manager,Rochdale
7,3,Val,Stones,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",1,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,4,Andrew,Smyth,Yorkshire 'Tapas' Puddings,Churros Window Box,4,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,4,Benjamina,Ebuehi,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,1,STAR BAKER,23,Teaching assistant,South London
7,4,Candice,Brown,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,2,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,4,Jane,Beedle,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,3,IN,61,Garden designer,Beckenham
7,4,Kate,Barmby,Christmas Dinner Compromise,Hot Cross Bunny Churros,7,OUT,37,Nurse,"Brooke, Norfolk"
7,4,Rav,Bansal,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,9,IN,28,Student support,Erith
7,4,Selasi,Gbormittah,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,8,IN,30,Client service associate,London
7,4,Tom,Gilliford,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,5,IN,26,Project engagement manager,Rochdale
7,4,Val,Stones,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,6,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,5,Andrew,Smyth,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,6,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,5,Benjamina,Ebuehi,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,5,IN,23,Teaching assistant,South London
7,5,Candice,Brown,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",2,STAR BAKER,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
